Comment,Sentiment,Toxicity,ambiguity_flag
"500 full lăn bánh thì có các sự lựa chọn: Nissan Sunny 2020 XV or XT, Attrange 2020 CVT, Ciaz thì chưa về. Ngoài ra thì xe hạng A, còn xe lướt thì mua đc hạng C khoảng 2- 3 năm tuổi, Vios CVT/G or City 2 năm tuổi.Theo mình cứ mới đét mà mua, đỡ đau đầu. Mình đang đi Sunny thấy hài lòng với số tiền bỏ ra, còn ko bỏ ra 600tr là có Vios/City bản số tự động đi.",0,0,1
"BHNT nên mua càng trẻ càng tốt em nhé. Nên chia ngân sách ra, 1 phần mua BHNT, 1 phần đầu tư tích luỹ thông qua các quỹ của cty BHNT thọ đó quản lý và tích luỹ lại. 10 năm sau em sẽ thấy 1 con số không ngờ.",1,0,0
"Soluto tiện nghi đầy đủ, khóa thông minh, camera, cảm biến lùi.. thêm nữa đợt này soluto có giảm 50% phí trước bạ nên sẽ rẻ hơn các dòng xe nhập đó bác",0,0,1
Tầm tiền này Vios là số 1.,0,0,1
"""Con cá sống sót và bơi đi xa"" - Đọc tới đây mà thở phào nhẹ nhõm. Mong em cá sống sót sau những thương tích đợt này. Còn cuộc sống sinh tồn sau này thì khó nói lắm.",0,0,1
Nhìn số ca chấn thương của Bale. Tui khâm phục đội ngũ bác sĩ thể thao mà Real dùng để chữa trị cho Bale. Tui thật ngạc nhiên khi Bale vẫn chạy được. Vẫn đá hay với số lượng chấn thương như thế.,1,0,0
"Pha đột phá phút 50 quá đẹp, đúng chuẩn thương hiệu M10!",1,0,0
Cứ nhìn các cuộc tập họp người và không đeo khẩu trang trong mùa bầu cử thì cũng hiểu vì sao Mĩ đứng nhất thế giới về dịch bệnh Covid 19,0,1,1
"Con mình đang học cấp 3, lại là bé trai, tính thì ham chơi, khi nào có bài kiểm tra thì cháu mới học. BGD thay đổi như này, cháu nào có ý thức học thì tốt, cháu nào còn lười biếng, ỷ y thì thầy cô và cha mẹ phải lo lắng nhiều. Điểm mạnh của việc thay đổi này là tạo điều kiện cho các cháu học được tính tự lập, tự học, khả năng thuyết trình, tin học, giúp cho việc học lên đại học, cao đẳng đỡ bỡ ngỡ. Khuyết điểm là khổ cho các thầy cô, kiểm tra thường xuyên thì mới biết học sinh mình nắm vững phần nào, cần bổ sung kiến thức phần nào, còn kịp thời sửa kịp, chứ chỉ thông qua vài bài kiểm tra thế này, tôi sợ thầy cô sẽ khó sát sao khả năng học của từng học sinh.",-1,0,0
800 thì chọn santafe máy dầu 2015-2016,0,0,1
Quá rẻ cho 2 mạng người,0,0,1
Nghe bọ biển thì ko dám ăn nhưng nghe cùng họ tôm thì có dịp thử cũng đc đấy nhỉ,0,0,1
"Châu Âu làm ra Airbus, những chiếc máy bay tuyệt vời. Trình độ công nghệ thực sự vượt xa Nhật. Tất nhiên oto Đức/Âu cũng ăn đứt Nhật rồi.",1,0,0
"Các bác đọc kỹ đề chưa mà quăng ra nhiều vậy, có 400tr thui, Attrage lăn bánh là đủ, con Soluto thì thiếu. Còn hãy chạy thử để biết, ngồi phán khó lắm...",0,0,1
Ôi tiền nhiều quá! Chia nhau rung đùi ngồi đếm còn gì sướng hơn :D,0,1,1
"Em nghĩ bác có thể vay thêm ngân hàng hoặc nhận trả góp mua xe mới luôn. Vì đây là dòng xe cỏ, đi đã không được chuẩn chỉ rồi mà còn là xe cũ nữa thực sự không đáng.Còn vẫn muốn thì nên lấy i10 ạ, dòng 2015 đổ về.",0,0,1
"Trời ơi! Đọc mà căm phẫn đến trào nước mắt, sao lại có thể loại người ác đức đến vậy!!! Thương các con vô cùng, mang nỗi đau về cả thể xác và tinh thần, càng xót xa cho 2 bé gái bị tên cặn bã kia xâm hại. Thật đúng là thua cả loài thú, không còn từ nào để diễn tả...",-1,1,0
"Ghét nhất suốt ngày nhận những cuộc gọi mời đi hội thảo, rồi mua bảo hiểm này nọ. Ghét kinh khủng khiếp!!!",-1,0,0
"Tước quyền nuôi con Vĩnh viễn, cấm không được lại gần trong khoảng cách 50m.để tránh khơi dậy nỗi ám ảnh",0,0,1
Đây hoàn toàn là lỗi từ phía các công ty tài chính khi không phân biệt được những hồ sơ vay vốn kia là giả.,0,0,1
"Các bộ sách lớp 1 giống như dạy cho những trẻ siêu nhân, các bé vào lớp một chỉ mới có 6 tuổi mà chương trình dạy chẳng khác nào như lớp 3,4 hồi xưa. Thật tội cho các bé học theo kiểu cải cách như bây giờ",1,0,0
2 con ăn khỏe nhanh nhớn nhé.,0,0,1
bác sỹ việt nam tuyệt vời quá,1,0,0
Chúc 2 cháu mạnh khoẻ.,0,0,1
Ngòi không phải lúc nào cũng nổ. Ngòi khủng chỉ cần để đe dọa cũng đủ tê liệt đối phương!!!,0,0,1
Các doanh nghiệp Nhật về nước sản xuất thì việc làm cho những nước xuất khẩu lao động nhiều hơn,0,0,1
"Trong tầm giá này chỉ có xe Nhật tiêu biểu là: nissan sunny, honda city, suzuki Ciaz và huyền thoại Vios, lấy về chỉ có đi, đến kì bảo dưỡng thì bảo dưỡng bình thường, giá rẻ. Tuyệt đối ko chơi congnong Hàn. THân !",1,0,0
"Cá nhân mình vẫn sẽ chọn i10, con xe quốc dân và phù hợp với mọi tiêu chí bài viết đưa ra. Kiểu dáng cũng như nội thất vừa đủ, tiện nghi đối với một con xe dịch vụ và gia đình cỡ nhỏ.",0,0,1
Ước mơ của mình là được ngắm cực quang một lần trong đời.,0,0,1
Nghe câu có cơ hội đòi lại món nợ nghe vẻ hư câu thế ko biết. ko biết có nợ thêm nợ ko nữa. tội à mà thôi :),0,0,1
"Sao cứ làm khó làm gì, lấy thước đo 1 cạnh hình vuông là xong!",0,0,1
Căn nhà nhìn đẹp quá.,1,0,0
Cảm giác bơi cùng 1 chú cá mập chắc cool lắm.,0,0,1
"Ấn Độ nổi tiếng là đất nước có nền pháp luật hết sức nghiêm khắc và người thừa hành cũng rất liêm chính, tuy nhiên với dân số quá đông và lực lượng hành pháp lại ít ỏi nên vẫn xảy ra nhiều hành vi vi phạm pháp luật rất kinh khủng.",-1,0,0
"Dân Hàn ghê thật, cứ y hệt như điện thoại sam sung vậy.",0,0,1
"Một thời để nhớ, bao kỷ niệm gắn liền với những ca khúc của anh.",0,0,1
"Đan Trường hồi hát làn sóng xanh rât cảm xúc, có nhiều MV rất đẹpChúc mừng thành công của anh!",1,0,0
"Nhà mình rất nhiều vỏ mỳ tôm trước có một bạn xin mà giờ không lấy, mình muốn gửi các bạn thì ntn ạ",0,0,1
vô tiền khoáng hậu,0,0,1
"Chỉ số đổi mới sáng tạo của Việt Nam liên tục tăng, nên giảm bớt các chuyên gia nước ngoài, ưu tiên đội ngũ lao động kỹ thuật trong nước.",0,0,1
Loài cua này cũng biết cách sắp xếp thứ tự gớm nhỉ,0,0,1
Thể dục ság giãn gân giãn cốt xD,0,0,1
Nên xử lý triệt để hành vi chăn dắt trẻ em,0,0,1
"đau lòng quá, cầu mong linh hồn 2 chú được an nghỉ, cầu mong em sớm hồi phục và vượt qua nạn này,",-1,0,0
Cứ giao hữu lã bàn thắng phải xuất phát từ Mecxit là sao?,0,0,0
Thấy thốn thiệt,0,0,1
Khó khăn bủa vậy Huawei,0,0,1
"Thứ nhất là phải xử lý theo luật, thứ hai Công ty nên chủ động chi trả toàn bộ chi phí chữa trị cho những người trúng độc Pate Minh Chay. Sau đó chờ pháp luật xử lý",1,0,0
"Tội ARS, vừa loại Liv, lại đụng tiếp MC",0,1,1
"Tôi thích đoạn kết :""Cảnh sát ban đầu tưởng sự việc rất nghiêm trọng, nhưng họ sau đó đã hiểu và chỉ cười"",",0,0,1
"nhiều người mua mà ít có ai chịu đọc hơp đồng , chì nghe nhân viên hót rồi xuống tiền mua, đến lúc khó khăn muốn hủy rút tiền lại là mất trắng",0,0,1
Việt Nam rất khó tránh khỏi dịch bệnh COVID-19 tái phát khi dịch vẫn tăng cao trên thế giới và nhiều nước đã trả giá khi nới lỏng phòng chống dịch?,0,0,0
"Giờ năng lực và điểm số không như xưa rồi. Tôi vẫn thích cách tính điểm đại học ngày xưa, đúng người đúng điểm.",0,0,1
"Mình vẫn thích bánh trung thu truyền thống hơn, vì ăn ngon khi uống với trà. Đặc biệt là khi ăn phải cắt 4 cắt 5 ra chia sẻ tạo nên sự ấm áp và ý nghĩa sẻ chia trong gia đình :)",1,0,0
"Tâm linh luôn là vấn đề nhạy cảm, hy vọng đây cũng sẽ là kinh nghiệm cho tất cả mọi người !",0,0,1
"Ai cũng có thể mắc Covid 19, không riêng gì Trump. Mọi người không cần phải hoảng loạn thái quá như vậy, hy vọng Covid sớm bị dập.",0,0,1
Ghê quá,0,0,1
Mình sẽ lựa mua 1 trong 2 con như trên đời 2015 hoặc 2016 vẫn còn dư 200 tr nuôi con ăn học mà vẫn thoả mãn. Năm nay làm ăn khó khăn quá.,0,0,1
10 năm công nghệ thay đổi sẽ xử lý hết pin năng lượng mặt trời,1,0,0
"Xe không đâm đụng, không ngập nước, không chạy dịch vụ thì không bao giờ có giá đó đâu.",0,1,1
Em rất chân trọng kiến thức uyên bác về y học của anh và ngành y tế Việt Nam. chúc các anh và đồng nghiệp chân cứng đá mềm.,0,0,1
"Tôi đang đi Attrage2015 CVT, người ta bảo máy 1.2 yếu nhưng thuật toán hộp số tốt bù lại nên lái vẫn ổn. Tôi chở gia đình đông người đi đồi núi rừng quốc gia Ba Vì chẳng có vấn đề gì. Nội thất rộng như Vios, bền chả thua Vios, cốp bé, điều hòa mát sâu, tiết kiệm xăng cực tốt nếu lái nhẹ nhàng. Tôi đi HN-Vinh chở cả nhà chỉ 4.2l. Tôi dán lớp cao su non quanh xe họ hàng bảo đi đầm, chống ồn như Camry. Attrage 2020 CVT hơn xe tôi đang đi rất nhiều ""óp sần"", quá đáng mua.",1,0,0
"Có câu ""bình cũ rượu mới"", nên thay đổi cách quảng bá hình ảnh. Thay đổi tư duy cách tiếp cận khách hàng bằng các sản phẩm họ sẽ cần thay vì muốn khách hàng giữ mãi sản phẩm họ đang có. Yếu tố then chốt là chiến lược hành động.",1,0,0
"Sức mạnh ghê gớm, chỉ là cái đuôi mà quất một phát, con mồi hải cẩu bay cao hàng chục mét.",0,0,1
"Loài cá sấu này sinh sống ở vùng đất ngập nước thường xuyên chồng lấn với khu vực con người định cư. Cá sấu di chuyển rất nhanh trong nước và khi chúng đang di chuyển chậm về bờ đất, chúng có thể lao tới trong khoảng cách ngắn rất nhanh chóng. Chúng có năm móng vuốt trên mỗi chân trước và trên mỗi bàn chân phía sau.",0,1,1
"Thấy người ta bán nước cũ dền,Tôi hay uống ,bây giờ đọc báo thì thấy mình may mắn !  ",1,0,0
Mô phật. Cầu cho các cháu được siêu thoát. Xin chia buồn cùng gia đình.,1,0,0
"Giỏi quá, học ngoại ngữ cũng giống thể thao, âm nhạc, nên học từ bé, lớn rồi học rất khó vào.",1,0,0
tôi nói thật chứ... nhìn thì trông lạ mắt đấy... nhưng bẩn sạch chả còn thấy rõ được nữa,0,0,1
Tập thể thao nhiều và bớt học một xíu Đăng nhé. Mới 17 tuổi đâu cần học căng như vậy.,0,0,1
Cháu ở nhà rất ngoan,0,0,1
lại vô Quảng Trị quê tôi à :(((((((,0,0,1
"Tàn phá rừng phòng hộ phải chịu hậu quả thôi, chứ đừng đổ cho biến đổi khí hậu?",0,0,0
Sao vẫn được hoạt động bình thường thế nhỉ???,0,0,0
Bão cấp mấy mà bị gãy 200 cột điện?,0,0,0
Jollibee thì dễ ăn và chất lượng nhất.,0,0,1
"Thành quả, công sức của mấy chục triệu người nhất là các y bác sỹ, và các lực lượng chống dịch tuyến đầu, chỉ cần đoàn kết thì đại dịch VN cũng ko sợ nhé.",0,0,1
"Trẻ em và người già cần được chăm sóc bảo vệ, lại nhẫn tâm như vậy.",0,0,1
Hay chấn thương và không chuyên nghiệp,1,0,0
"Có cô công nhân ở giây thứ 6 dễ thương và thân thiện quá , y như cô công nhân Việt Nam .",1,0,0
Hình như phạt roi phải quất vào mông chứ. Lưng nào chịu nổi.,0,0,1
"Tik Tok thật khôn ngoan khi chọn Oracle đây sẽ là partnership thay vì là ""sell-out"" .Oracle là công ty về khai thác dữ liệu nên Tik Tok hợp tác vs Oracle sẽ giúp họ có nhiều thông tin về khách hàng trong khi thuật toán For you vẫn ko bị bán.",1,0,0
Đã cướp giật thành công 6 vụ rồi mới sa lưới à?,0,0,0
"Các thánh Toy cứ lấy doanh số ra để khè thiên hạ làm chi vậy? Các thánh giả khờ hay khờ thiệt vậy? Đại đa số dân chúng là ít tiền, ít tiền thì chọn Toy cho kinh tế. Khi họ giàu rồi thì họ chắc chắn sẽ chuyển sang hàng hạnh sang (bmw, mer, audi, rr,...). Xe hãng nào cũng có phân khúc khách hàng riêng của họ. Các bạn lo thay họ để làm gì?",1,0,0
"Có sự khởi đầu rất tốt, hi vọng em sẽ còn tiến xa trong tương lai.",1,0,0
"Nên thêm phần tên đúng trong ngoặc đơn. Các thủ tục ,giấy tờ có liên quan làm mới sau này sửa lại theo tên đúng. Chứ đổi lun thì bao nhiêu thứ phải đổi theo gây phiền hà, lãng phí, đặc biệt bằng cấp thì rất khó đổi.",-1,0,0
"airbus-boeing, cặp đôi sinh ra để cạnh tranh trên mọi phân khúc máy bay, khách hàng là người được lợi nhất từ sự cạnh tranh này",0,0,1
Khủng khiếp!,-1,0,0
"Việc này làm mình nhớ lại lúc cháu mình học lớp 6....cãi vã nhau với bạn trong lớp và khi ra về ba của bạn đó nhào vô đánh cháu mình đến gãy răng và bầm mặt. Cha Mẹ nào mà không muốn bênh vực con nhưng chuyện của con nít cãi nhau là bình thường. Huống chi bé này chỉ mới 2 tuổi. Một hành động quá xấu xí, tồi và vô học thức như vậy thì không có quyền giáo dục con mình.",-1,2,0
Xót ruột Mong mọi người mọi nhà bình yên vững chải vượt qua bão dữ,0,0,1
"Đánh con đến thương tật thì không chấp nhận được. Nhưng đáng con để răn đe cũng không phải là điều không đúng. Hồi nhỏ tôi hư bị Bố bắt nằm xuống đánh, đau nền sợ, không dám hư nữa. Năm 16 tuổi bị Bố bắt gặp tập học thuốc với bạn, bị 1 trận nhớ đời, không bao giờ hút nữa. Chiều con quá coi chừng hư; cứng rắn đúng vừa phải là tốt; đánh con thương tật là hoàn toàn sai!",1,0,0
"Đấy mở cửa rồi cách ly ít ngày là dính ngay, giờ toàn mười mấy ngày mới dương tính mà đòi về cách ly 6 ngày xong thả ra tự cách ly mấy ai thực hiện tốt. ",1,0,0
"Kể cả người đứng đầu quốc gia giàu có nhất, tổng thống Trump, cũng bị nhiễm.",0,0,1
Em đi hơn nửa năm nay thấy hài lòng với ẻm kona 2.0 chạy rất bốc mà vẫn tiếp kiệm xăng,0,0,1
Bạn Moon có nhiều bài ngắn nhưng rất bổ ích. Tôi thấy bạn ấy phát âm rất chuẩn. Trong bài này thì tôi có nhận xét 1 chút.Tôi nghe đi nghe lại bạn ấy nói từ edge để đảm bảo mình nghe rõ các âm. Bạn ấy hình như phát âm thiếu âm d trong từ edge. Tuy nghe trong ngữ cảnh này sẽ hiểu được. nhưng nếu nghe kỹ âm người bản xứ nói bạn sẽ nghe được âm d trong đó. Thường âm d đó sẽ rất nhẹ như 1 khoảng ngừng giữa e ʒ. Phiên âm của edge là edʒ nhưng có nhiều nguồn là ej. Mặc dù vậy nếu bạn nghe kỹ sẽ nghe ra âm d gần như câm ở giữa. Phụ âm kép và phụ âm cuối âm trong tiếng Anh và tiếng châu Âu thường rất quan trọng tạo ra sự khác biệt giữa các từ giống như dấu trong tiếng Việt vậy.,-1,0,0
Vậy là Barca vẫn khá hơn Schalke 1 chút,0,0,1
Tết đến bà con sẽ phải vất vả hơn vì phải ra bến sớm hơn trước kia,0,0,1
phạt đền... hết thời thật r,0,0,1
Mình thì hy vọng Barca sẽ gặp Juve để fan M10 và CR7 rần rần mới vui.,0,0,1
Hãy giữ nguyên môi trường tự nhiên mà ngày nào Côn Đảo đã có.,-1,0,0
Quanh quẩn đã thấy hết năm.,0,0,1
Hình như ông Bartoumeu này chưa bao giờ nhắc đến những gì Messi đã nói với Goal nhỉ? Ông ta không muốn làm to chuyện thêm hay đơn giản chỉ vì những gì Messi nói là sự thực? Với những gì mà ông ta nói trước đây thì tôi nghĩ vế sau có lý hơn rồi :),1,0,0
Ông là TT ngay thẳng.,0,0,1
Phân khúc A thôi. Có hơn nhau 1 lít là cùng. Bạn đi ngày vài chục km mà phân vân xăng cộ. Đi xe máy là tiết kiệm nhất.,0,0,1
"Ko lây nhiễm, nhưng sao nhiều người sang nước ngoài lại có xét nghiệm dương tính, thế cái dương tính ấy là từ đâu ra, và có nguy cơ thế nào, rất cần cơ quan y tế giải đáp.",-1,0,0
tôi thích Juve cung bảng Barca hơn vì CR7 có dịp tái ngộ M10,0,0,1
"Thành thật cá nhân mình thấy bài Hoa nở không màu hay hơn cả phần lời và phần nhạc, nó chạm vào đáy trái tim mình....Chúc Lâm sức khỏe và thành công! <3",1,0,0
"Thương tâm quá, thương cho mấy bé, thương cho cả gia đình phụ huynh, nuôi con khôn lớn đến ngày đầu tiên đi học lại xảy ra sự việc như thế này.......",-1,0,0
"Mình thì không khoái đồ ăn nhanh vì k thích món rán, nhiều dầu, đặc biệt các món này ít nh sẽ kèm khoai tây - sợ cái củ này ý, tiếp đến là giá, tính ra 1 suất gà kfc đắt gấp đôi đến ba lần 1 suất cơm văn phòng hoặc phở, bún... trong khi nếu nói chỉ để no bụng thì tương đương nhau, chưa nói về mặt dĩnh dưỡng sức khoẻ thì k bằng. chỉ có các bạn trẻ, thanh niên, ưa mới lạ thì hứng thú chứ để tính ra thì đồ việt vẫn ngon hơn, dinh dưỡng vs tốt hơn",1,0,0
xử nghiêm thói côn đồ,0,0,1
"Mình đã sử dụng Attrage 2019 và rất hài lòng về sự lựa chọn của mình. Xe đời 2020 đẹp hơn rất nhiều, options đầy đủ, an toàn đủ dùng, tiết kiệm nhiên liệu, xe 3 máy nhưng không hề yếu do khung xe dùng công nghệ RISE nhẹ hơn khoảng 100kg so xe cùng phân khúc, nên cảm giác lái vẫn mượt. Không có xe tốt nhất, chỉ có xe phù hợp nhất thôi. Chúc bạn có sự lựa chọn đúng đắn nhất!",1,0,0
Xem bậc lương bác sĩ trên thế giới rồi hãy so sánh chuyên môn.,0,0,1
Đau xót quá! Thành kính chia buồn cùng gia đình các bé! Mong hương hồn các con được siêu thoát!,0,0,1
Tôi rất tự hào mình là người Việt nam và đang sống trên đất nước Việt nam,1,0,0
"mua bảo hiểm nt thì càng mua sớm càng tốt, tuổi càng trẻ, sức khoẻ càng tốt phí càng ít, lợi ích mai sau càng nhiều. Mua bhnt thì ko nên đắn đo vì chỉ trích 1 phần nhỏ thu nhập để bảo vệ tài chính theo đúng nghĩa là bảo hiểm.",1,0,0
"Chà, bên Tây cái gì cũng to!",0,0,1
Sao không bắt cá mới ngộp làm cá khô để thu hồi được ít vốn?,0,0,0
Cụ bà thật tuyệt vời. Chúc bà sống thật khỏe,1,0,0
Khoảnh khắc sung sướng trước khi yên giấc ngàn thu.,0,0,1
Chúc Ngài sớm bình phục và tiếp tục đi tiếp đoạn đường 4 năm nữa,0,0,1
Tôi năm nay 40 tuổi mà chưa thấy trường hợp nào như thế này,0,0,1
Chúc mừng chiến binh gánh tạ thế hệ cuối đã gia nhập CLB. Nếu chú may mắn thì chỉ cần gánh thêm 2-3 năm nữa là thời kỳ hoàng kim đến rồi,1,0,0
rất giỏi và nhạy bén,1,0,0
Thích kịch bản này.,0,0,1
Mấy người này ko đọc báo hay coi thời sự hả ta,1,0,0
"Đã ăn chay thì cứ ăn thực vật, rau củ quả hạt ... Mắc gì cứ chả lụa, pate ...",1,0,0
"Minh đã đọc rất nhiều các bình luận của các bạn ở đây. Mình thấy những người bình luận chương trình nhẹ, các con nắm bắt được bài thì đều là những bạn không có con đang học lớp 1 hoặc đã cho con đi học thêm từ hồi con 3-4-5 tuổi. Do đó các bình luận của những bạn đó không đóng góp gì cho chương trình học mới của các con. ",0,0,1
"Thông thường bây giờ bán xe họ đều có giảm giá, khuyến mại. Ngoài một số trừ tiền mặt ra thì sẽ có gói lắp thêm phụ kiện bắt buộc. Giá cả thường được để mức cao hơn thị trường từ 3 đến 5 lần.",0,0,1
Người dân Miền Trung lại vất vả rồi ! Thiên nhiên năm nay thật tàn khốc,0,0,1
Thật tuyệt vời TT Trump sẽ tái đắt cử ️,1,0,0
"Bài hát Buồn làm chi em ơi có giai điệu nghe như Hồ Quảng trong các bài hát tuồng, hát bội của Nam bộ vậy, nó dễ nghe, quen tai... và nghe thấy thấm với các bài hát buồn...",-1,0,0
"Nhớ đeo khẩu trang khi ra đường và khi tiếp xúc người lạ, luôn rửa tay bằng nước rửa tay sát khuẩn nhé mọi người.Chủ động chứ không chủ quan !.",0,1,1
Cầu mong mọi người bình an! Việt Nam cố lên! Đất nước chiến thắng!,0,0,1
Ở quê thì đáng trách. Tôi ở thành phố HCM khổ sở vì người nuôi chó. Toàn đợi mọi ngươi đi ngủ chủ nuôi chó mới thả ra để chó phóng uế vào cửa nhà người khác. Hôi kinh khủng ,-1,1,0
Tin vui nhất Quý 3 năm 2020.,0,0,1
"La Liga thì không biết sao, chứ hàng thủ như này ra C1 mấy ông lớn khác rất khoái, lại toang thôi.",0,0,1
