Comment,Sentiment,Toxicity,ambiguity_flag
tuổi thơ mình gắn liền với hai tác phẩm. dế mèn phiêu lưu ký và bẩy viên ngọc rồng. ngoài ra vẫn còn một số tác phẩm khác. cái tết của mèo con. giờ già quá rùi,0,0,0
Chúc mừng và cảm ơn các bạn. Hy vọng Netflix sẽ mua bản quyền phát hành online toàn thế giới phim RÒM để tụi mình có thể thưởng thức.,1,0,0
"Học đại học còn có mấy bạn vô ý thức, quan trọng con người thôi",-1,1,0
Vậy thì luật này vẫn chưa có sức dăn đeĐã là luật thì sao không thực hiện đúng.Dù đó là ai? Và có thế nào thì cũng phải chịu chứ. Nếu giam nó 6 tháng rồi tháng thứ ba lại vờ vĩnh bị ốm yếu thế là xong à .,0,0,0
"Trong cuộc sống của con người, tôi cũng rất ghét những đứa con to xác nhưng luôn lười biếng và ăn bám trên thân xác những cha mẹ gầy guộc.",-1,1,0
"Cuộc sống còn nhiều khó khăn thiết nghĩ bà con không nên sinh đẻ nhiều quá, vừa không lo đủ miếng ăn, vừa không đảm bảo việc học hành cho con cái, khổ từ đời cha đến đời con thôi.",0,0,0
Không mợ thì chợ vẫn đông,0,0,0
Phải sửa chữa thôi bởi vì những vật trưng bầy mỹ thuật trong tòa nhà ko còn mỹ thuật nữa thì sẽ ko phải là viện bảo tàng mỹ thuật.,0,0,0
Đọc báo thấy Binden hơn Trump tất cả các mặt. Từ tấm lòng nhân ái cho đến sự ủng hộ của tất cả,1,0,0
Cách ly vĩnh viễn khỏi xã hội. Mong các cháu lớn và lên xóa sạch kỹ ức đau khổ này,0,0,0
Wakanda Forever! Di sản của anh sẽ tiếp tục được tiếp nối siêu anh hùng của người da màu.,0,0,0
Quan trọng là linh kiện thay thế sau khi hết hạn bảo hành.cái này thì bạn chọn fadil là ok nhất.,0,0,0
một sự cố hy hữu,0,0,0
"Chúc anh và cháu thật nhiều sức khỏe, hạnh phúc để đạt được thành quả trong cuộc sống và học tập của cháu.",0,0,0
"quá coi thường pháp luật, hôm nay nhìn kỹ mới thấy trước giờ toàn uống bia giả, hệ thống phân phối của nó phải nói quá dữ",0,0,0
Không hiểu sao thành phố bố trí khu tạm cư cho người dân chờ đền bù giải tỏa lại là những nơi này.,0,0,0
Nếu dùng đinh đã không tồn tại đến ngày nay.,0,0,0
"Dã man quá, mất hết nhân tính rồi. Xin chia buồn cùng gia đình nạn nhân.",0,0,0
"""Dragon Soul"" gì chứ, gọi là ""Tucson Soul"" mới đúng. Đến chán với xe TQ, hết thời nhái xe sang rồi đến giờ lại nhái xe bình dân, hãng xe thì lắm tiền sao không đầu tư tiền bạc vẽ ra thiết kế đặc trưng của hãng mình như Vinfast, nhìn không lẫn vào đâu được. Tiết kiệm làm gì vài đồng mà đi cop thiết kế của hãng xe khác không vậy.",0,0,0
"Bóng đá cũng chỉ một môn thể thao giải trí thôi mà thấy anh em còm men so sánh Cr7 M10 gắt quá. Cái đó các nhà báo, chuyên gia làm tốt hơn. Chúng ta hãy tận hưởng thôi.Tuy nhiên thì các chuyên gia thường so sánh Cr7 với M10, nhưng lại lấy Messi để so sánh với các huyền thoại thì chúng ta nên ngầm hiểu là Messi ở tầm nào rồi.",0,0,0
"Kính chúc Tổng Thống Trump mau bình phục, đắc cử nhiệm kỳ 2 .",0,0,0
"Mục đích của Bảo Hiểm là bảo vệ.Mỗi năm bạn trích 10-20% thu nhập ra để mua Bảo Hiểm Thì:Nếu mai mốt không may: Bạn ốm- bệnh tật thì gói bảo hiểm bạn mua có tích hợp sản phẩm bổ trợ như Bảo Lãnh- Thanh Toán Viện Phí, Trợ cấp y tế do phải nằm viện bị mất thu nhập...Thì Cty Bảo Hiểm sẽ thanh toán thay cho bạn, và trả cho bạn mỗi ngày nằm viện 1 số tiền nhất định do bạn bị mất thu nhập vì phải nằm viện...Và bạn vẫn giữ được và bạn vẫn giữ được số thu nhập 80-90% của năm đó.- Trường hợp rủi ra liên quan đến Sinh Mạng : Nếu ... thì từ số tiền nhỏ hàng năm 10-20% thu nhập mà bạn mua BH đó thì Cty Bh sẽ Thanh toán 1 khoản tương đối thay bạn báo hiếu cho cha- mẹ, những người thân ở lại vẫn có thể sống tiếp nhờ 1 khoản mà người ra đi để lại.Trường hợp bạn may mắn khỏe mạnh đến 99t; thì sau 15-20 năm bạn có 1 khoản tương đối từ khoản nhỏ bạn tích cóp cộng thêm lãi xuất.Còn về lấy tiền khó khi gặp rủi ro thì : Nếu bạn tuân thủ và hiểu điều khoản trong HĐ BH thì điều đó hoàn toàn không khó để lấy tiền.- Trừ khi bạn trục lợi BH thì bạn lấy tiền rất khó.",0,0,0
"Đến chính gia đình còn không quản lý được việc dùng điện thoai của con em mình thì đừng ném cái trách nhiệm ấy cho giáo viên hay nhà trường, Chính đến người trưởng thành còn không kiểm soát được bản thân trong việc sử dụng điện thoại thì làm sao con trẻ có thể làm được việc đó. Tôi thấy không cho học sinh sử dụng điện thoại là đúng, nếu chúng cần tìm tài liệu sau mỗi giờ học thì có thư viện, có phòng vi tính, giờ trường nào mà chẳng có cái đó, còn trong giờ học thì các em ngồi nghe, tiếp thu, không hiểu có thể ngay tại chỗ hỏi thầy cô. Nếu hợp thức hóa việc sử dụng điện thoại, mỗi khi có sự việc liên quan đến chiếc điện thoại với các em nhỏ thì quả bóng trách nhiệm nghiễm nhiên lăn đến chân các thầy cô, nhà trường và chính quyền. ",0,0,0
Đây chính xác là nơi cr7 nên đến thể hiện đẳng cấp.,1,0,0
Roland Garros khởi tranhGặp thời tiết lạnh khó khăn quá chừngNadal thần tượng của mìnhBảo vệ ngôi báu thiệt tình khó đây!,1,0,0
"Tôi không ủng hộ việc đình chỉ học hay đuổi học. Khi các em đang hư hoặc làm sai mà lại đuổi học hoặc đình chỉ thì đây là hành động gây phản tác dụng, vừa không có tính giáo huấn, lấy mất nền tảng giáo dục, đưa các em đi về hướng sai, lại tạo cảm giác tự ty, nước chảy bèo trôi, khi ấy các em sẽ mặc định là mình hư , mình sai, bị đuổi học rồi nên đằng nào cũng vậy. Tạo một tâm lý tiêu cực, bất cần, khiến các em khó quay đầu Gây ra hệ quả xấu cho bản thân học sinh đó và xã hội.Vậy thay vì đình chỉ học, đuổi học, nên cho các em đi lao động công ích, đi điều trị tâm lý, tham gia giúp đỡ tổ chức các hoạt động xã hội, hoạt động từ thiện....v..v tuỳ mức độ vi phạm để lựa chọn hình thức cho phù hợp.",0,0,1
Nỗ lực tuyệt vọng chẳng thể níu kéo cuộc tình khi nàng đã quyết ra đi cùng người tình mới...,0,0,0
300tr mua đc nhiều xe khác có tiện ích và đông cơ tốt hơn i10. Bản sedan 2018.2019 ngon mới đc 300tr,1,0,0
Doanh số các loại đồ uống không cồn tăng thì kèm theo bệnh tật cũng tăng lên nhưng chẳng ai quan tâm đến nên vẫn dùng quá mức.,1,0,0
Hãy giảm nữa và ôm cua vòng ra biển lại đi Noul,0,0,0
"Ko nên. Dù để phục vụ học tập thì nên dùng trc và sau h học. Thu thập tài liệu bằng nguồn nào cũng đc nhưng cần làm trc khi vào học. Đã học là chỉ có truyền đạt kiến thức và thảo luận theo tài liệu đã chuẩn bị trc. Việc cho các e dùng đt vài phút tôi đoán là để google là ko hiệu quả. Đâu phải chỉ là tìm kiếm thông tin. Còn phải đọc, sàng lọc, xử lý. Thông tin trên mạng nhiễu loạn ra sao chắc mn hiểu.",0,0,0
Các đập như thế này nên có lan can an toàn hai bên khi nước lũ lớn thì đỡ nguy hiểm hơn.,-1,0,0
Con Tu Hú ở Việt Nam !,0,0,0
Lúa thu đông đang trỗ. Lại bị ảnh hưởng,0,0,0
Tôi muốn nhà sx quay lại mẫu điện thoại như trong video. Nhìn nó mới đúng đẳng cấp của con nhà giàu.kkk,1,0,0
"Kona 2.0 DB phải so sánh với Kia seltos pre 1.4 T chứ nhỉ, so sánh này khẩm khiễng quá",0,0,0
Nghe các bạn online phán mất mệt..hông ai sát đánh bắt sát sinh lấy gì cho mấy bạn ăn vậy? Chỉ là tai nạn thôi nha mấy thánh online,0,0,0
Thành quả của Trump đều bị Covid 19 hủy hết. Đây là hậu quả sai làm của Trump.,0,0,0
"Nếu con bạn sử dụng điện thoại như bạn muốn thì quá tuyệt vời. Tiếc là đại đa số chúng sẽ chỉ ""học"" khi bạn bên cạch và 95% thời gian còn lại chúng chơi game, chat chít yêu đương, xem phim và mạng xã hội. ",1,0,0
Tôi không thấy hay gì cả. Có lẽ gu âm nhạc của tôi không thích thể loại này. Nghe một hai lần dễ bị stress lắm.,1,1,0
Trăm năm nước chảy đá mònCòn người sử dụng thì còn bán buônChuyên án ma tuý thấy buồnBắt vài trăm bánh chuyện luôn thấy hoàiTrách mình hay trách tại aiCái vòi bạch tuột dài dài bung raMong yên bình đến nước taCác anh chiến sĩ xông pha vững lòng !,0,0,0
Ý trời đang không cho Trump đắc cử,0,0,0
"Ở tuổi 74, thật sự là rất đáng lo ngại về sức khỏe cho ông, vì Covid- 19 tấn công mạnh vào người già chứ không phải tấn công TT...",0,0,0
"Nhiều khi không trốn đi tắm ao hồ, nhưng có những nơi sông hồ nhiều, sảy chân cái té xuống sông.Hai chị em mình té mấy lần, có người vớt, có khi ôm chân cầu được thì tự bò lên.Sống 16 năm dưới miền Tây, giờ 30t, vẫn không bơi được.Năm 12-13t đi Vũng Tàu mình có đem phao, rồi chẳng nhớ vì sao phao 1 đường, mình thì bị sóng đẩy đi đâu, cũng may có người nhìn thấy túm tóc lên, ói xanh mặt. Mạng còn lớn và gặp may.Nhưng thực sự không tập bơi được, có nhiều người dạy mình bơi lắm rồi.Biết thân biết phận nên chỉ tắm biển phía trong cạn, hồ bơi thì dạng hồ con nít.",0,0,0
"Ngày xưa đi học rất nhẹ nhàng, nhưng vẫn thành tài. Ngày nay học thì nặng, sách năm nào cũng phải thay. Vất vả học sinh và lãng phí tài nguyên. Nhà xuất bản thì vui thôi.",0,0,0
"Sáng cố dậy sớm hơn chút, chọn món ăn kiểu như salad, món hấp cho nhanh, mình nấu ăn ít khi quá 1 tiếng ạ, mấy món cầu kì thì cuối tuần. Chứ cứ ăn sẵn nilon bọc, hộp nhựa các kiểu. Lại còn ko đảm bảo 100% tính tươi ngon nữa :( .",1,0,0
Cá thu thành tinh rồi.,0,0,0
Cách tân đồng phục theo kiểu hình 2 thì miễn đi!,0,0,0
"Do người dân miền Nam quen theo Phương ngữ phía Nam và một số tên kị húy từ thời Nhà Nguyễn để lại thành thói quen của người miền Nam: Ví dụ: Hà Tông Quyền thì người miền Nam gọi là Hà Tôn Quyền, còn Lê Thánh Tông người Miền Nam gọi là Lê Thánh Tôn. Vì Chữ ""Tông"" là tên Nguyễn Phúc Miên Tông, tức vua Thiệu Trị (cháu nội Nguyễn Ánh), nên ""tông"" phải đọc là ""tôn""vv...",0,0,0
Mình hãy xem giá con tiguan của vw kìa. Chỉ hơn 500tr.,0,0,0
Xem lại hóa chất trong màu vẻ.,0,0,0
Chúng ta lại có nguy cơ đánh mất một tài sản văn hóa trăm năm! Xây mới rất dễ chứ bảo tồn giá trị trăm năm rất khó.,0,0,0
"Ý kiến này rất hợp lý và hợp tình, vì năm nay, chủ đề chính vẫn là COVID 19Chúc nước anh em Cuba luôn vững mạnh và phát triển",0,0,0
Cầu mong thế giới bình an!,0,0,0
"Một phần mua xe vì niềm tự hào dân tộc ra, sản phẩm Hàn luôn đáp ứng được tất cả các nhu cầu của khách hàng từ mẫu mã, an toàn, tiện nghi. Hiện tại Việt Nam, sản phẩm xe hàng trong đó có Hyundai đã vượt mặt qua Toyota về doanh số 8 tháng đầu năm",1,0,0
"Không thể tin được, sao lại tồn tại những loại cầm thú như thế này.",0,0,0
chương trình phổ thông chúng ta cách đây 15 20 năm thời tôi học ngoại trừ môn tiến anh có vấn đề thì tất cả rất tốt đến các nước phát triển củng công nhận điều đó ngày chỉ học 1 buổi tuần học 5 buổi mà học sinh sau khi tốt nghiệp 12 ngoại trừ môn tiếng anh thì học trung bình cũng rất uyên bác các môn khoa học..rồi tự nhiên văn lịch sử đia lý còn hơn các nước phát triển. chúng ta chỉ cần cải cách môn tiếng anh và bật đại học là đủ. ,0,0,0
"Bây giờ nhập cảnh chỉ người đang làm việc ở VN hay những người Việt hồi hương thôi. Khách du lịch tôi nghĩ không có là bao. Khánh du lịch không có nhiêu vì họ phải cách ly 14 ngày mà họ có đi du lịch cũng ngần ấy thời gian hay lâu hơn là trong vòng 30 ngày. Mất 14 ngày ""giam"" cách ly thì mấy ai hứng thú đi du lịch như vậy.",0,0,0
Tuổi chàng hơn gấp đôi tuổi nàng nhưng nhìn vẫn rất xứng đôi.,0,0,0
"tạ ơn Trời Phật phù hộ, tạ ơn các bác sỹ",0,0,0
"Ngày đó chưa có điều kiện mua đĩa nhạc nên cả xóm có 1 đĩa là cứ chuyền nhau nhà này, nhà kia nghe.",0,0,0
"Chọn tot là lựa chọn khôn khéo của mo. Đội hình đã rất đẹp , toàn vào độ chín của sự nghiệp , mà lại đc bổ xung nhiều cầu thủ chất lượng. Trong khi không bị áp lực lớn về lối chơi và đoạt danh hiệu . Nếu lần này không thành công nữa thì mo đúng là đã hết thời. Năm nay tot rất đáng xem .",1,0,0
Pháp luật trừng trị tên vô đạo này thật nặng,0,0,0
Lại nữa. 28 ko đủ sao mà lại hành nữa ah,0,0,0
"Cái gì mà phải sốt thế ? Cho dù nó có thực sự tốt cho cơ thể cũng phải có chừng mực , ngay cả thuốc bổ cũng vậy , cũng k thể uống hoài được , tình hình thực an toàn thực phẩm ở nước ta rất lộn xộn , hết vụ ngộ độc này tới vụ ngộ độc kia , vì tiền, muốn lãi nhiều , họ đã làm ảnh hưởng đến sức người tiêu dùng , rồi 1 ngày nào đó nó k được làm bằng tinh than tre nữa mà bằng than khác cho kịp thị trường , vd hiện tại : chúng ta ăn phở , tương đen và tương đỏ để chấm, thử hỏi và kiểm tra xem có mấy nơi dùng các thương hiệu lớn và uy tín lâu năm ? Hay chỉ là những thùng nhựa 5 lít , được các quán mua về k rổ nguồn gốc và xuất xứ.",1,0,0
Các cules mùa này sẽ chỉ được xem Si đi bộ trên sân thôi còn ghi bàn thì còn lâu,0,0,0
Thật đáng tiếc và buồn .Các thầy cô lặn lội đến từng nhà để vận động .Các cháu cũng rất ham học .Cần làm rõ trách nhiệm của những người liên quan .,0,0,0
Tội nghiệp quá.,-1,0,0
Cái này không còn gọi là tai nạn !?,0,0,0
Tôi nghĩ Việt Nam! Cũng nên phạt thật nặng hoặc thu phương tiện với những thành phần độ pô. Rất khó chịu!,0,0,0
"Đề nghị tìm và truy cứu trách nhiệm phòng khám tiến hành nạo thai khi đã quá tuần tuổi, thật bất nhân.",0,0,0
Cám ơn WHO,0,0,0
Chiếc xe 4 chỗ màu đen chờ đèn đỏ nhanh trí chạy lên nếu k thì toi. Xe có camera đã sang làn phải rùi mới vượt lên nhưng xe bồn cố tình k cho vượt đó mấy bạn ạ,0,0,0
"Thương con quá.Nhưng ba hoặc mẹ nên hy sinh một ngày làm để ở bên con sau khi tiêm ngừa vì sẽ có rất nhiều thứ cần phát hiện kịp thời sau tiêm, chỉ theo dõi 30 phút tại cơ sở là chưa đủ.Đấy là kinh nghiệm của chính bản thân tôi.",1,0,0
"Có chứ, 1 đường cao đỉnh nằm trong tam giác và 2 đường cao canh bên nằm ngoài tam giác, 3 đường cao có giới hạn nhưng S tam giác vô hạn thì bình thường mà",1,0,0
"Ở đời kô ai học được chữ Ngờ. Làm ăn bất chính mới mau giàu , mà cũng mau vào tù.",0,0,0
Ai ăn rồi xin cho hỏi vị có giống tôm hùm không? Hay là giống tôm bình thường hơn?,0,0,0
"Thế giới về là có ca bệnh, vậy sao mở cửa chuyến bay qtế nỗi",0,0,0
TOT năm nay rất đáng xem! Cheers!,1,0,0
"chán ghê, vậy sao không ra biển hét lên ""sao các cô dám mặc bikini?"" thời đại nào rồi không biết",0,0,0
"Thật sự mình rất sợ không gian kín, chật hẹp. E này nằm tận 83 tiếng là cực kì bản lĩnh và gan dạ.",0,0,0
Sẽ có giấy phạt gửi về cho bạn theo địa chỉ trên giấy đăng kiểm nhé. Khi nào nhận được giấy thì lên nộp phạt.,0,0,0
Căn chung cư của gia đình mình ở quận Tân Phú cũng phải chờ mòn mỏi hơn 7 năm mới nhận đc sổ hồng ,0,0,0
"Mình giống y như tác giả. Tài sản sau khi bán hàng online 5 năm sau khi nuôi 2 đứa con và phụ gia đình thì cũng còn đúng số tiền như tác giả đang có , mình trích ra 2ty250 mua 1 lô đất ngoại ô TDM bình dương có 100m thổ cư , phần còn lại 750tr mình để lại trong tài khoản để phòng thân lúc mua bán ko dc .Còn đất thì mình vừa đặt cọc và dự tính là mua xong để đó sau 2 năm đo giá thị trường hợp lí có lời hơn gửi tiết kiệm thì mình bán chứ hiện tại mua lướt sóng với tình hình này chắc hơi khó .",0,0,0
Con sinh ra trên đời với ông bố bà mẹ như thế này là quá bất hạnh với con rồi . Còn 4 đứa em còn lại không biết có sống tốt hơn không.,0,0,0
"Mấy tuần lộn xộn vậy là tạm ổn ,điều mừng nhất là hàng thủ không để thủng lưới . Alba dù kiến tạo cho Fati lập công nhưng trận này anh ít dâng cao tạo nên sự chắc chắn cánh trái . Coutinho tạm ổn ,Giezmann vẫn như xưa ,chưa sắc bén ,Messi vẫn tuyệt vời như xưa . Cố lên Barca !",1,0,0
Haha . Hôm trước tôi cũng mới bị kẹt . May mà kéo nhẹ tay nên rút ra được . Đau quá trời .,0,0,0
Không thể tin nổi bản án,0,0,0
nếu là xe hàn thì có khi được khen á. ,0,0,0
"Nhà e đang đi con i10 bản 2020 cảm thấy rất dễ chịu với không gian giá rộng,đưa đón các con đi cũng như hành trình đi làm khá suôn sẻ với động cơ có thể nói khá dễ chịu , em ủng hộ Hyundai nhé",1,0,0
Bayen chỉ muốn nhắc mọi người dù vừa qua M10 đã rùm beng thế nào thì vẫn còn con số 8 đó thôi =)),0,0,0
"Do bong bóng cả thôi, chi phí nhân công cũng chỉ tăng khoảng 50% trong 5 năm trở tại đây.Cách đây 5 năm 1 căn nhà phố diện tích đất khoảng 40m2, 1 trệt 1 lầu ở Gò Vấp khoảng 1 tỉ 5 đến 2 tỉ tùy vị trí. Giờ là 4 tỉ, vậy các chủ đầu tư họ cũng tăng giá nhà chung cư thôi. Chỉ tội dân nghèo, căn nhà mơ ước cũng chỉ là ước mơ!",0,0,0
Mức án quá nhẹ khi đem so với cuộc đời của 2 bé gái đã bị hủy hoại.,0,0,0
Messi sô lô qua 11 người và đối mặt với thủ môn đội bạn ở khoảng cách 11m.,0,0,0
Cho em hỏi về cách sử dụng Ved và đi với ạ,0,0,0
"Chính vì thế, đây là lúc nước Mỹ nên chọn Joe Biden để lên nắm quyền để đưa nước Mỹ trở lại!",0,0,0
"Kính chúc TT.Trump mau bình phục , đắc cử nhiệm kỳ 2 .",0,0,0
Vì các ông đánh bắt hết cá của tôi.,0,0,0
"vậy giờ tính sao? học phí, chi phí và thời gian của 125 người, ai chịu trách nhiệm?",0,0,0
Ca này thốn quá nghe thôi đã thấy đau.,0,0,0
Nên tách từ Huế trở ra Bắc thì ra bến xe mới thì đúng hơn nhỉ,0,0,0
"Thi chứng chỉ hành nghề là thi cái gì?.Nếu là thi học vấn,kiến thức thì đã có vô số kì thi của trường,bệnh viện.Còn nếu là thi có hỏi về kinh nghiệm điều trị thì bsĩ mới ra trường lấy đâu ra kinh nghiệm mà để thi.Vậy thì nhà trường và bệnh viện phải có trách nhiệm thu nạp họ để đào tạo tiếp thì họ mới có kinh nghiệm để thi chứng chỉ hành nghề được.Nếu ko thu nạp hết các bác bsĩ mới ra trường thì họ ko có điều kiện để bước qua kì thi này",0,0,0
Thích nhất ngày nào cũng đọc tin như thế này.,1,0,0
Hy vọng 476 hũ còn lại sớm được tìm thấy người thân.,1,0,0
Ars cũng đang cho thấy 1 đội bóng mạnh mẽ.,0,0,0
May mà Si lùn lại có Coutinho với Griezmann gánh nhé anti,0,0,0
"Fadil mọi thứ đều tốt hơn i10 .Người Hàn họ tập trung mua xe của họ mặc du xe của Hàn vẫn kém xe Nhật ,Đức, hay Châu Auu ??? bạn nên mua Fadil tốt hơn i10 rất nhiều đừng sợ tôi mua được 3 tháng rôi chạy rất tốt...",-1,0,0
Con này trông đáng yêu mà,1,0,0
"Tội nghiệp em, và ẻm kia nhìn chạy mất dép thấy thương.",0,0,0
Vậy bây giờ trách nhiệm thuộc về ai? Phải truy cứu trách nhiệm đơn vị sản xuất do không đảm bảo vệ sinh ATTP và đơn vị cấp phép cho lưu thông loại hàng hóa này trên thị trường.,0,0,0
có danh hiệu rồi nè,0,0,0
Nhìn con trai Út đẹp quá!,1,0,0
14 vết cắn... thực sự là lỗi lớn về nhà trường. Biết rằng trẻ con đi học thì đánh nhau là bình thường nhưng để bị nhiều như thế này ko chấp nhận được. Một cô giữ đến 27 trẻ trong độ tuổi như thế làm sao kham nổi???Nói thật trẻ con mà ngang tàng như thế cũng phải trách cha mẹ không dạy dỗ cẩn thận. Cắn bạn kinh khủng như vậy!!,-1,0,0
Tôi củng đang tập,0,0,0
560km/h tương ứng cấp siêu bão cuồng phong huỷ diệt với mô hình mô phỏng là không thể hình dung mức độ tàn phá! Chỉ 1 chi tiết là phá luôn 1 hòn đảo,0,0,0
Dã tràng se cát thôi ông Bloomberg .,0,0,0
"Ngán ngẩm ghê gớm !. Tức, nhói tim ! Cái gì thế này ! ...",0,0,0
Mãi mãi 1 tình yêu. Ca khúc hay mà tôi từng nghe Đan Trường hát với tất cả cảm xúc. Chúc an lành.,1,0,0
Giờ thì âm dương cách biệt r. Buồn cho cặp đôi này ( thở dài nhìn trời nhìn đất ngắm mây ),0,0,0
Sớm muộn cũng vượt mỹ thôi!,0,0,0
"BINZ có vài bài nghe hay rap không nghe rõ lời cho lắm nên cảm giác không thích nghe nhạc BINZ , có rap tôi thích nghe chỉ có ĐEN VÂU .",1,0,0
"Kiếm dư thêm một hai trăm nữa làm con bán tải Nhật mà đi, vừa ngon, đa dụng, hiệu quả, bền, tính kinh tế cao, tuyệt đối tránh xe congnong Hàn. Thân !",1,0,0
Việt Nam gần sạch nCoV rồi. Mừng quá.,0,0,0
Thấy chưa không phải cái gì to là thích nhé,1,0,0
Xây cầu Cát Lái đã.,0,0,0
"Nhìn thấy hồ ao ruộng bắt cá , là lại thích rồi",1,0,0
"Dòng xe cao cấp của Hàn khá ngon và đặc biệt người dân họ rất tự tôn tinh thần dân tộc, vì vậy xe Đức còn bị đánh bại thì xe nc khác làm sao bán đc tại TT của họ. Việt Nam do đất nc còn nghèo, đang phát triển nên nhiều người có tâm lí thích khoe khoang, thích hàng thương hiệu ( điều này khá giống người Trung Quốc), nhưng tôi nghĩ khi VN dần phát triển và làm ra đc các sp tốt thì người dân sẽ rất tự hào và chắc chắn sẽ ủng hộ thôi.",1,0,0
Quá đỉnh. Tài năng là đây chứ đâu. Chúc mừng em.,1,0,0
"Theo e thì cứ xe mới mà quất. Ngày xưa ck e k nghe e đổi 3 lần xe lần t4 là e k nghe theo e quyêt vay mượn thêm ít đổi xe mới. Xe cũ 9 năm rồi đi thời gian k hỏng cái nọ thì hỏng cái kia. I10 đi cũng thoải mái lắm bác, vừa giá tiền nữa",0,0,0
"Buồn nhỉ, làm cha mà không được con gái tín nhiệm. Mà cũng buồn cho cô này, tài năng, xinh đẹp, tiền nhiều mà không được tự do làm những điều mình yêu thích.",1,0,0
Bạn hãy gạch đầu dòng tất cả các nhu cầu của bạn. Khi đã đáp ứng đủ hoặc tương đối những yêu cầu trên thì bạn chọn. Lên đây bạn hỏi có khi tiền là của bạn nhưng xe là của người khác.,1,0,0
"Chạy dịch vụ nên mua toy, suzuki nó mà hư thì khó sửa còn xe hàn thì không được đánh giá cao về độ bền.",0,0,0
"Nên có một án phạt thật nặng cho những việc bạo hành trẻ em như thế này, để người đời noi theo mà làm gương. Biết bao nhiêu sự việc xảy ra liên tục, rất nhiều, rất thảm cảnh.",0,0,0
"Mình có ý kiến là : những nước dịch không đến là nước chậm phát triển ,mời bạn vào xem danh sách những nước có ít ca nhiễm ......",0,0,0
35 người này có lẽ họ chưa đọc báo...,0,0,0
Không thương tâm nào bằng,1,0,0
Các CULES sáng mắt chưa,0,0,0
Giờ thì bỏ thần dược ký-ninh của ông và ráng nghe thì bác sỹ nhé.,0,0,0
"Cám ơn anh về một bộ phim trên cả tuyệt vời giữa bộn bề của cuộc sống hiện tại.Chúc con thành công hơn mong đợi. Chúc anh cùng gđ luôn vui khỏe.Một tấm gương, một bài học làm người cao quí được anh khắc họa giữa đời thường. Rất trân trọng.",1,0,0
Hùm dữ không ăn thịt con...còn tên này không biết là con gì luôn.,0,0,0
Cô này nói tiếng Anh nghe rõ hơn tiếng Việt.,0,0,0
Chất lượng cột điện quá kém.,0,0,0
Ông bố tuyệt vời. Chúc sức khỏe 2 bố con,1,0,0
Xin chia buồn cùng gia đình! Cầu nguyện linh hồn các cháu sớm siêu thoát về Cõi lành! NAM MÔ A DI ĐÀ PHẬT!,0,0,0
Đi bị đe dọa nhìu lần vả lại người yêu còn bị đánh nên bị kích động. Mong hình phạt nhẹ hơn.!,1,0,0
Quá xứng đáng.,0,0,0
Sẽ rất lâu nữa hoặc không bao giờ có 1 Messi thứ 2 vì vậy hãy tận hưởng khi anh còn chơi bóng.,0,0,0
Tài năng như cái tên vậy,0,0,0
"Khổ cho mấy cháu quá và ba mẹ ông bà cũng bị cuốn theo yêu cầu không cần thiết. Con mình ba đứa hiện đang học tại Canada, học xong lớp 1 rồi mà đọc viết cũng chưa rành nhưng nói thì ok. Bây giờ đang học lớp 8 nói viết tiếng Anh và Pháp ào ào. Nên hy vọng thế kỷ sau con cháu ta sẽ cải cách khoa học và hiệu quả hơn như các nước châu Âu, Mỹ, Canada, úc châu đã đang làm rất rất lâu rồi..",1,0,0
