Comment,Sentiment,Toxicity,ambiguity_flag
Tội nghiệp con. Nhưng tỉ lệ sốc phản vệ là có . Chỉ không may khi vào bé.,-1,0,0
"Đúng vậy, tôi cảm thấy rất buồn cho nước Mỹ!",0,0,0
Nhìn cụ thế kia ko đụng cụ cháu cũng tự gục,0,0,0
"Bản chất là côn đồ thôi, chỉ chờ cơ hội là bộc phát.",0,0,0
"Nếu được, tôi củng ủng hộ Ông 1 phiếu.",1,0,0
i10 là ngon hơn Morning nhiều !!!,1,0,0
Nước Mỹ đang bị chia rẽ sâu sắc. Tuyên bố ủng hộ bên nào cũng sẽ bị chỉ trích và có thể là mất khách hàng là những người ủng hộ bên kia. Chả có tỷ phú nào lại muốn có thể mất đi 50% khách hàng cả.,1,0,0
"Tinh thần thể thao thì có, mà ý thức tham gia giao thông an toàn thì không có. Các anh nghĩ gì nếu lỡ ma men đang lái xe hơi, hoặc một anh tài xế mệt mỏi và buồn ngủ đang lái xe vào giờ này?",-1,2,0
Ôi con đường tên Kha Vạn Cân rất là thân thuộc với bao thế hệ Sinh viên của các Trường ĐH ở quận Thủ Đức.,0,0,0
Bài viết quá hay và độc,1,0,0
Thắng mà không cần cầu cạnh đến penalty hay ăn rùa giống như ai kia là giỏi rồi,0,0,0
Bác sĩ giỏi quá,0,0,0
NS Hà Chương phổ nhạc và trình bày ca khúc quá hay,1,0,0
"Giống Katy perry quá, ủa sao nhiều ng kỳ dị nhỉ, áo hình quốc kỳ hay Tết tóc gì là sở thích và lựa chọn của ng ta vào một thời điểm nào đó chứ có phải sử dụng nó để cố tình xúc phạm ai đâu mà cái gì cũng lên án, ",-1,0,0
Quá nặng.,0,0,0
Toàn vạch đứt thì làm gì có lỗi sai làn,0,0,0
"Nếu tôi là bạn thì tôi sẽ làm ngay việc này, đầu tư BĐS cho dù có xuống cũng không đáng kể so với tăng thì tăng cao trong vài năm tới.",0,0,0
Ôi! Tuyệt vời quá các anh ạ!,1,0,0
Thật sự đau lòng quá!!!,-1,0,0
Mit là nồi đồng cối đá đó bạn,0,0,0
Nhìn như Mark Zkbg vậy? Chắc AI này do fb phá triển quá,0,0,0
Các cầu thủ Sevilla đã bỏ lỡ nhiều cơ hội ghi bàn nếu như trận này mà gặp Barca thì Bayern phải thủng lưới ít nhất 8 bàn.,0,0,0
"Rất hâm mộ chị, nhưng nhìn sơ sơ cũng 10 mối tình. ",0,0,0
Chả hiểu nghe ở đâu. Vợ tôi bầu mà ăn linh tinh là tôi k thích rồi.,0,0,1
Như thế mới gọi là vùng vẫy giữa biển khơi !,0,0,0
"Rõ khổ , tội lại chồng lên tội .",0,0,0
Chính quyền địa phương quá chậm trễ,0,0,0
vậy là toi mất hàng trăm triệu USD rồi,0,0,0
Ý chí muốn được sống quá mạnh mẽ! Đứa nào lì hơn đứa đó thắng!,0,0,0
Cứ xem nó như thỏ thôi vì thật ra cũng đều là loài gậm nhấm cả xD,0,0,0
"Trí dự thì quá chuẩn rồi , chung kết Moma Dal sẽ cho No thua 2 set ,,,, tối nay No vào chung kết mà Dal chốn đi đâu vậy trời ??????",0,0,0
quá khúng khiếp.,0,0,0
không bằng cầm thú,0,0,0
"Giá đất bây giờ vẫn trên trời. Theo tôi chưa lên mua vội, theo quy luật thì 2_ 3 năm hậu khủng khoảng giá đất sẽ xuống đáy như khủng hoảng kinh tế 1998 => 2000 xuống đáy, 2008 khủng hoảng => 2010+ 2011 xuống đáy.",0,0,0
Nhìn gia tộc quyền lực thấy choáng ngợp.,0,0,0
Một người cha trên cả tuyệt vời! Chúc anh và Bôm luôn thật khỏe mạnh và hạnh phúc!,1,0,0
Mong mọi điều tốt lành sẽ đến với ông và phu nhân. Tôi yêu Tổng thống Trump <3,1,0,0
Nhiều cú đánh có thể nói đẹp không ngờ !!!,1,0,0
Tôi ủng hộ Trump.,1,0,0
"Đồ ăn ở nhà làm nguyên liệu được chọn lọc, chế biến sạch sẽ, nấu chín đun sôi, bảo quản môi trường tủ lạnh trong vòng 3 ngày. Còn đây đồ hộp, nói không phụ gia, không chất bảo quản, thời hạn sử dụng 6 tháng. Việt Nam là xứ nhiệt đới nóng ẩm là điều kiện để nấm mốc và vi khuẩn phát triển mạnh, môi trường bụi bẩn nhiều nữa . Ai tin thì tin chứ tôi thì tôi không tin rồi. Chưa kể hàng được ship không đúng quy định bảo quản nữa (mấy anh shiper để trong rổ hàng to cùng với nhiều loại hàng hoá khác chạy lòng vòng dưới trời nắng chang chang).",0,0,0
Nhà thầu nào làm cũng được. Nhưng nên ưu tiên các nhà thầu trong nước trước.,0,0,0
Đây chính là trả lời tốt nhất cho đối thoại của hai ứng cử tổng thống nhiệm kỳ tới.,1,0,0
"Chúc cô chú luôn luôn vui vẻ , khỏe mạnh và hạnh phúc",0,0,0
Tăng cơ bụng thì được nhưng đốt mỡ thì không nếu dinh dưỡng không hợp lý.,0,0,0
tên này ngoài đời chắc côn đồ lắm đây,0,0,0
Thay vài lần nữa là lứa cầu thủ triệu đôi vừa đến tuổi về hưu,0,0,0
Người ta giáo dục con em trong gia đình?,0,0,0
"E này đúng là rất nhưng cái giỏi của e này là có căn bản từ cha mẹ làm trong ngành giáo dục.Nể nhất là bé gái trong đoàn khi mẹ là công nhân may,cha là bảo vệ mà bé đã xuất sắc mang về tấm huy chương đồng cho bản thân và nước nhà. Rất khâm phục bé.../...",1,0,0
Sao ko có jackma và alibaba ?,0,0,0
Các chị thật xinh đẹp. Tôi hỏi là ông sếp mặt mũi thế nào,1,0,0
"Mua ertiga mà đi. Lái rất đầm chắc, xăng tiết kiệm bái phục,",0,0,0
"Biết đâu chú thích sống kiểu hoang dã thế, vì đã từng làm nhiều nghề. Quan trọng là bản thân thoải mái với những điều mình làm",1,0,0
"làn xe máy giờ cao điểm thấy taxi xe buyt toàn lấn làn này rồi bật xi nhan chạy bon bon , xong bật xi nhan ngược lại chạy vào làn xe mình khi hết kẹt",0,0,0
"lại gần nó tưởng tranh thức ăn với nó thì nó phản ứng là phải rồi, con chó cũng thế nó mà đăng ăn thì bình thường nó hiền đến mấy mà khi ăn động vào nó phập cho thôi rồi",-1,2,0
"20 năm mà lúc ra đi lật mặt như lật bánh tráng. Đòi đi bằng được với giá 0 đồng, lúc không đi được thì lại vì tình yêu mới ở lại. Nói như các cụ ngày xưa thì đúng là nuôi ong tay áo, nuôi cáo trong nhà, Nói thật tôi vẫn thích tính cách của 7 điệu hơn, mặc dù kiêu ngạo nhưng lại không giả tạo. Còn Si thì như kiểu sói đội lốt cừu, kiểu sống cứ giả tạo thế nào ấy.",1,1,0
Khâm phục bố mẹ của em này. Mà trời k chịu đất thì đất phải chịu trời thôi,0,0,0
Quá đau xót! Chia buồn cùng gia đình!,0,0,0
"Án mạng rồi thì có chạy đàng trời, mau tự thú cho nhẹ tội.",0,0,0
Đúng là Mỹ,0,0,0
Chỉ Tiểu Vi là đẹp!,1,0,0
Đau lòng quá đi.,-1,0,0
mỗi trận lụt ở quê tôi những ụ kiến kết thành bè phải gấp 10 lần như thế!!!!!!!!!!!!!!!!,0,0,0
Bạn trai chạy thoát may thật,0,0,0
Có nước rồi lên sao hỏa quẫy thôi,0,0,0
Tuy là người Việt nhưng cũng một phiếu ủng hộ ông Trump :D,1,0,0
Đến phiên tranh luận thứ hai ông nào không đến được hoặc không dám đến thì ông ấy thua,0,0,0
"Cảm ơn Anh rất nhiều vì sự năng động,sáng tạo và cả một chút liều để cứu nhiều bệnh nhân. Chúc Anh sức khoẻ,thành đạt và hạnh phúc",1,0,0
"Không thể cải tạo được, cần cách ly khỏi xã hội vĩnh viễn.",0,0,0
Nếu đình chỉ công tác 3 cô giáo thì phải xử lý hình sự phụ huynh đã có hành vi xâm phạm trẻ em có tính chất côn đó mới đúng,0,0,0
Sancho nhất định làm cầu thủ bóng đá chân chính chứ không chịu làm Rùa hoặc khoác áo Thợ Nhuộm.,0,0,0
"Hoài lâm còn quá trẻ, cậu ấy nên gạt đi quá khứ để làm lại từ đầu.",0,0,0
Mấy bệnh nhân này không ai đọc báo hay xem thời sự trên truyền hình sao?,0,0,0
"Cam thảo ăn ít có lợi cho sức khỏe . ăn nhiều thì khác, thứ gì cũng vậy, nên ăn vừa đủ thôi",0,0,0
Số phận nghiệt ngã quá mà...!,0,0,0
"Vừa tích cho bạn vào City rồi nhé. Con này đi form cũng đẹp, lành. bền bỉ. Mình có mấy ông bạn đi đều khen.",1,0,0
"Một chiếc xe nguyên bản luôn luôn an toàn hơn một chiếc xe độ đèn, điện, âm thanh, dán kính..... chỉ làm cho dễ cháy nổ xe, hạn chế tầm nhìn..... Cho nên dùng xe tốt nhất không dán kính, không độ đèn, giàn loa, âm thanh.... nhất là hiện tại cứ mưa là ngập dễ chập điện.....",1,0,0
Kick-out !,0,0,0
Chúc mừng sự may mắn để về nhà.,1,0,0
Đợt này mở bay quốc tế nên không để tránh khỏi nguồn bệnh lây vào nước ta nên chúng ta vẫn phải chấp hành tuyệt đối việc tự giác đeo khẩu trang không là bv chúng ta và gia đình chúng ta trước đó các bạn nhé. ,0,0,0
"Arsenal có thời khắc có thể gỡ hòa, nhưng tiếc họ không tận dụng được. Lir đã thể hiện bản lĩnh và xứng đáng giành chiến thắng. Họ pressing thật khủng khiếp",0,0,0
"Rất hâm mộ Pirlo nhưng ở serie A thì juventus chỉ cần chơi 1 cách bình thường là sẽ vô địch, như năm ngoái inter và lazio toàn tự bắn vào chân nên juve chơi dưới bình thường mà vẫn vô địch",0,0,0
Nếu Juve vô địch thì ko chừng người ta sẽ nói là Morata gánh Rô vô địch bất kể Morata có ghi bàn hay ko mất.,0,0,0
Quá thất vọng cho một buổi bàn luận giữa hai ứng viên tổng thống! Không khác gì ngoài chợ chửi nhau! Kiểu cướp lời của TT Trump là quá mất lịch sự và thiếu văn hoá kinh khủng!,-1,0,0
"Các cháu đã biết gì đâu, mình cũng 2 đứa đi lớp, đọc mà xót lắm",0,0,0
"Các cụ có câu "" gừng càng già càng cay "" quả không sai",0,0,0
Tuyệt,0,0,0
"seltos đi bạn, đẹp miễn chê!",1,0,0
"Mắc bệnh vì chủ quan, bây giờ được gọi là chiến binh nữa cơ. Gia đình này hài hước thật.",0,0,0
"Mặc dù bác phân vân i10 sedan và Fadil bản base, nhưng em góp ý thêm bác lấy con Kia Soluto mà đi bác ạ, cũng nhiều sự lựa chọn như bản base AT của nó chỉ 420-430 rộng rãi.",0,0,0
Lây nhiễm là điều tất yếu. Đất nước thì dịch bệnh đang bùng phát mà tụ tập đông người như vậy lại còn không đeo khẩu trang.,0,0,0
"Hối hận vì lãng phí những năm tháng học sinh lười biếng, giờ nghe ko hiểu nổi 1 khái niệm hic",0,0,0
"Đầu cơ đang khiến giá cả bất hợp lý. Nhà xã hội giá 25 triệu đồng/m2, hơn 2 tỷ đồng/căn thì người có thu nhập trung bình vẫn không thể mua nổi, huống chi là người có thu nhập thấp.",0,0,0
Đội ngũ y bác sĩ BV Chợ Rẫy chuyên môn rất cao. Và hơn hết là trách nhiệm.Chúc mừng anh.,1,0,0
"Trời ơi 7 năm trước đi Quy Nhơn ăn con này trong quán họ nướng, hết có 250 ngàn. Và ăn chả có gì đặc biệt. Sao giờ đắt kinh khủng vậy",-1,0,0
HAGL đua vô địch ? Mình xin cười nhẹ một cái !,0,0,0
"Ế ẩm càng tốt, chứ đánh bắt riết thì diệt chủng hết.",-1,0,0
good! Hãy nghiên cứ và đầu tư thật nhiều~,0,0,0
Tính tới tính lui cũng chỉ được 75% là tối đa không biết tới lúc tôi nghỉ có gì mới hơn không !!!,0,0,0
"nhất nghệ tinh là đây, rất đáng để tham khảo cho các bạn đang tìm mục tiêu cho sự nghiệp cũng như học hành.",0,0,0
"Cuộc đấu thật sự , tuyệt vời .",1,0,0
Cực kì hữu ích,0,0,0
cứ lấy tỷ lệ comment ủng hộ ở đây là biết TT Trump tái đắc cử rồi,1,0,0
Biden mà lên thì Mỹ sẽ tiếp tục suy tàn. Thật buồn.,0,0,0
"Dù không ủng hộ và có phần không ưa Trump nhưng cũng muốn ông đắc cử làn nữa, vì sao? Vì Trump đang lột tả những điều bất công tồn tại bấy lâu nay, tuy thể hiện có phần khó coi nhưng đó là người dám nghĩ, dám làm, công bằng là công bằng.",0,0,1
2 bố con rất tình cảm. Chúc mừng anh và con đã có thành công.,1,0,0
Barca Đụng Bayern Munich thì xác định bị loại từ vòng bảng sớm nhé,0,0,0
"ko có sự khc biệt nhiều trong 2 con vì m cũng chỉ đi loanh quanh chủ yếu hơn nhau ở option, chế độ hậu mãi này nọ",0,0,0
26 triệu đô + lương cho một mùa bóng. Totenham quả là dám chi.Còn Real thu về 26 triệu đô + tiết kiệm được 1 khoản chi lương 350 bảng/tuần. Thương vụ này Real thắng lớn.,1,0,0
"Sẽ tốn rất nhiều tiền để sửa biển hiệu, namecard cho doanh nghiệp và các cá nhân",0,0,0
"Tôi thì mê, sung sướng khi đi xe hơi không phải vì nắng chẳng tới đầu mưa chẳng ướt gót chân và tính an toàn của nó mà cái chính là khi ngồi trong xe nhìn ra sau tôi thấy đông fan chạy theo , thật là sung sướng cảm giác mình là ngôi sao, thần tượng chỉ hơi boăn khoăn không biết là tại mình là ngôi sao hay là mer, có lần tôi đi xe buýt nhìn ra sau quá cảm động khi fan còn nhiều hơn ! Rõ rồi chính tôi là thần tượng là ngôi sao chứ không phải Mercedes !",1,0,0
Riêng đấu cúp thì MC chưa là gì ,0,0,0
Nếu vũ trụ có giới hạn thì bên kia giới hạn ấy là cái gì.,0,0,0
"Hay, đọc mấy bài phá án này công nhận cảnh sát giỏi thật.",0,0,0
"Học đi đôi với hành mà....giờ trẻ thơ bị hành học nên đánh mất tuổi thơ bắn bi thả diều.ăn trên xe, ngủ tạm trên xe để đi học",0,0,0
"Cám ơn nhà trường, cám ơn quý thầy cô, mong quý thầy cô luôn quan tâm coi học sinh như con em mình, một lần nữa xin chân thành cảm ơn quý thầy cô.",1,0,0
"Này là giá đất hóc môn, các bác ạ.",0,0,0
"Nhìn taxi bay cồng kềnh và chiếm diện tích kho bãi đậu quá, khó khả thi.",0,0,0
"Bài hát vô cùng ý nghĩa , sâu sắc ! Quá ngưỡng mộ tài năng của Cô ! Dù đã ở tuổi 76 nhưng bà vẫn còn hoạt động nghệ thuật một cách hết sức miệt mài... ️️️",1,0,0
"Anh là một ông bố tuyệt vời ,có tâm ,có đức . Chúc Bôm đạt được nhiều thành công trong tương lai",1,0,0
"Bar đá như đi bộ, Elche thì như nghiệp dư toàn chuyền cho đối thủ, mấy ông bên bar cũng lững thững chả buồn tấn công, chất lượng chuyên môn trận này quá kém, điểm sáng nhất là griedman và Coutinho còn tích cực chạy và phối hợp tý, thân!",0,0,1
Không hiểu sao nhìn trận này mình cảm thấy có hi vọng năm nay hơn những trận tưng bừng ngày trước. Đuối về thế trận mà hiệu quả chắt chiu cơ hội. Cuối mùa tính sau giờ quẩy đã anh em pháo nhỉ =)),0,0,0
adidaphat. mong các con sớm siêu thoát. các cơ quan chức năng nên rà soát chứ khi xảy ra việc mới rút kinh nghiệm thì mới làm à.,0,0,0
"Một năm tràn ngập thiên tai, và bất ổn. Mong giờ đến cuối năm mọi chuyện sẽ qua",0,0,0
"Tôi không thích điều này, vẫn nhớ như in cái cảnh Bale làm mình làm mẩy để được sang Real bằng mọi cách, qua được Real rồi thì phát biểu nói lại Tott. Bây giờ muốn được thoát khỏi Real cũng làm biết bao nhiêu trò hề và phát biểu nói xấu Real khi vẫn còn đang trong biên chế của họ chứ chưa phải ra đi nữa. Tài năng của anh tới đâu tôi không cần biết nhưng đạo đức của anh thì ko chấp nhận được.",0,0,1
"Ủa rồi người đã nhẫn tâm vứt bỏ con mình có bị xử lý gì không?Này bé phước lớn còn được cứu, đẻ ra rồi bỏ mà cũng đưa lại cho nuôi được cũng chịu",0,0,0
"Xin chúc Bác sĩ cùng đội ngũ cộng sự và đặc biệt là hai con sức khỏe, hạnh phúc.",0,0,0
"sao ko lấy lao mà đâm nó , để nó tấn công vậy lỡ chìm tàu thì sao ?rớt xuống nước là nó xé thịt ra ăn",0,0,0
"Đau quá, thương con",1,0,0
Một người cha đáng mơ ước . Chúc chú và gia đình sức khỏe .,0,0,0
Chúc mừng Bayern Munich đã đoạt cú ăn 5. Đoạt thêm fifa club world cup là ăn 6 để làm được cú ăn 6 như fc Barcelona mùa 2008-2009. Đại dịch covy mà Bayern Munich ko được rước cúp ăn mừng,1,0,0
"Bộ sách lớp một có tới 14 quyển. Tội mấy cháu quá, học suốt ngày. Lưng còng, mắt cận, hết cả tuổi thơ...",0,0,0
Chúng nó chơi trò Rồng rắn lên mây đó mà :)),1,0,0
"Xin tri ân những Người Thầy thuốc! Xin cầu mong cho mọi người luôn khỏe mạnh, hạnh phúc và an lạc!",0,0,0
"Cám ơn VnExpress đã đưa tin rất cập nhật,chính xác và khách quan.",0,0,0
"Rõ ràng là mức độ lây nhiễm Covit 19 ở Trung quốc đã được kiểm soát và từng bước bị đẩy lùi, trong nhiều các biện pháp chống dịch thì tiêm vaccin là biện pháp chủ động và hiệu quả cao. ",0,0,0
Cần coi lại chất lượng xây dựng công trình này. ,1,0,0
Real thật khôn khéo đẩy cục nợ Bale và đặc biệt cài vào hợp đồng mua lại Reguilon trong 2 năm đầu khi đó tài năm trẻ sẽ bắt đầu bước vào độ chín để thay thế Macelo đã quá già. Thật cao tay,0,0,0
Mỗi năm bán 300k xe thì thua xa Vios. Xe sang Đức/Âu/Hàn giá rẻ hơn xe bình dân Toy/Nhật. Thật vậy Vios đầy giá trị cốt lõi. Than,0,0,0
"i10 ngon bổ rẻ , xe rộng vừa đủkia máy mạnh hơn nhưng chật và đi cao tốc ko đầm bằng",1,0,0
Nên có 1 bộ luật linh động gặp những trường hợp đặc biệt thì sẽ được phán xét theo ý kiến của nhân dân chứ tội cha mẹ ngược đãi trẻ em chắc cũng phạt hành chính rồi nộp phạt xong cho về thôi,0,0,0
"Vâng, sử dụng hàng nội địa là yêu nước.",1,0,0
"Ở Mỹ trốn thuế hơi bị khó, doanh nghiệp liên quan đến tổng thống càng khó hơn. Đây là trò bẩn nhằm hạ uy tín. Ông mà trốn thuế người ta đã bỏ tù rồi chứ nói chi tranh cử tổng thống.",1,0,0
"Giành đã khó, giữ còn khó hơn!",0,0,0
"Biết là phải cảnh giác cao độ nhưng cũng không thể khư khư đóng cửa mãi được. Bao nhiêu đồng bào làm ăn lao động bên nước ngoài đang vật vã không về nước được. Đừng nghĩ họ đi nước ngoài là giàu có, sung sướng gì. Họ đi xuất khẩu lao động hợp pháp, bán sức lao động nơi xứ người cũng là để gửi tiền về lo cho gia đình, cho cuộc sống giàu sang tốt đẹp hơn thì đất nước cũng phồn vinh hơn. Bây giờ bao nhiêu người đang vất vưởng lay lứt kiếm cái ăn qua ngày để chờ ngày được về.",1,0,0
"Không cần nói nhiều!, việc Messi đã đoạt 6 QBV, 6 giày vàng, lương cao nhất,..., mọi thứ đều bỏ xa 7 tạ đã khiến 7 tạ và fan của gã cay lắm, nay Messi ở lại và được Barca đối đãi như ông hoàng thì họ lại còn ghen tức và cay đắng dài dài, hi hi!.",0,0,0
"Đề xuất thêm luôn dòng chữ nhỏ phía dưới chú thích tên này là của vị nào? Sống thời gian nào, có công như thế nào..",1,0,0
"mong tất cả các tuyến dời từ bến xe cũ sang bến xe mới càng sớm càng tốt để giảm tải kẹt xe, tạo điều kiện thuận lợi cho người dân",0,0,0
"Bão tan mà vẫn chưa hết bàng hoàng, cố tỉnh dậy để dọn dẹp cây cối gãy đổ trong vườn nhà, thật là vất vả..",0,0,0
"Coutinho hay Griezmann có lúc không thấy ở đâu, Messi vẫn là cầu thủ nổi bật nhất trên sân!",0,0,0
"Qúa hay, Bale về sẽ tăng sức tấn công cho Tot và giúp Son trở nên nguy hiểm hơn. Dẫu sao, Bale vẫn là cầu thủ đẳng cấp thuộc hàng hiếm.",0,0,1
Hi vọng HAGL sớm tìm được hlv đủ tầm để dẫn dắt các em.,0,0,0
Nên qua m28 chạy thì xem ai về đích,0,0,0
"Đây là 1 trong những lý do giúp cho VN giải phóng hoàn toàn thống nhất đất nước, cảm ơn những người như gia đình ông Ten rất nhiều!",1,0,0
Lại còn hướng thẳng vào Đà Nẵng nữa mới chịu ạ,0,0,0
Falldill cốp chật ghế lưng sau cứng trong xe chật ních máy 1.4 thì kinh doanh tốn xăng lúc bán xe cũ thì giá thanh lý - làm con i10 hai đầu cho lành,0,0,0
"Cô này chẳng đẹp, chẳng sangLàm sao dám sánh ngang bằng Việt tôi!!!",1,0,0
Chỉ cần cây cầu này hoàn thành thì chỉ trong vài năm tới Nhơn Trạch sẽ lên thành phố!,0,0,0
Mỗi việc đeo khẩu trang mà không làm được.,0,0,0
Tuyệt vời quá Việt Nam ơi,1,0,0
"Là 1 loài giáp xác thuộc bộ Chân đều (Isopoda), có tên khoa học là Bathynomus sp. thế mà cũng ăn được. Ít hôm nữa Dán, Bọ hung chắc cũng đưa lên mâm ăn hết.",0,0,0
Như đối với môn văn thì lỡ làm bài thấp đã khó gỡ lại rồi bh giảm cột điểm càng gây thêm áp lực cho học sinh đó chỉ là 1 vd điển hình,-1,0,0
Không còn là người nữa rồi !,0,0,0
Trời ơi... Ngày đầu tiên đi học cũng là ngày đầu tiên các con đi mãi không về. Cầu mong các con được siêu thoát về với tổ tiên. Đề nghị tất cả các trường học trên cả nước hãy kiểm tra kỹ lưỡng cơ sở vật chất để các em học tập được an toàn.,0,0,0
"Cây Trâm trước đây mưa to sẽ chảy ra hướng phường 9 bên đó là ruộng + con kênh đào to đùng ngay trên đường số 9. Bây giờ nguời ta lấp kênh làm đường đặt cái cống bé tẹo. Ngày bé cứ mùa mưa là hai anh em cùng đi bắt cá, cua ăn không hết. Nước không chảy xuống hố ga mà thấy toàn nước dứoi cống trào ngược lên.",0,0,0
16 tuổi mà liều gớm,0,0,0
"Tuy anh không hay đọc truyện cho lắm nhưng anh sẽ ủng hộ em một quyển, chắc em trai anh sẽ thích",1,0,0
Tuổi thơ của tôi và cũng là của rất nhiều người khác nữa. Nhớ.....,0,0,0
Mãi yêu mến giọng hát hoài lâm,1,0,0
Phương án nào cũng ok miễn là có làm và làm nhanh làm tốt làm rẻ,0,0,0
"Cuộc chiến đấu sinh tồn nửa tiếng như vậy thật là lâu, cuối cùng mỗi con đi mỗi đường. Có thể xem như con mồi đã chiến thắng vì không vào bụng của con rắn nào cả.",0,0,0
"3 em trường thường, 1 em trường chuyên sẽ làm dậy sóng cuộc chiến trường chuyên và trường thường của các bạn thuộc 2 phe. Tôi thì thấy ai vô địch năm này đều xứng đáng, 4 em đều giỏi. Chúc các em thi đấu hết mình",0,0,0
